headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast
gopAditya	gopāditya	23193	2	gopa + Aditya	gopa + āditya
gopAjihva	gopājihva	23191	2	gopA + jihvA	gopā + jihvā
gopAla	gopāla	23199	2	go + pAla	go + pāla
gopAlamaWa	gopālamaṭha	23208	2	gopAla + maWa	gopāla + maṭha
gopAlapura	gopālapura	23207	2	gopAla + pura	gopāla + pura
gopAnasI	gopānasī	23195	2	gopa + anas	gopa + anas
gopAzwamI	gopāṣṭamī	23215	2	gopa + azwamI	gopa + aṣṭamī
gopITa	gopītha	23222	2	go + pITa	go + pītha
gopITa	gopītha	23223	2	go + pITa	go + pītha
gopITya	gopīthya	23224	2	go + pITya	go + pīthya
gopInATa	gopīnātha	23225	2	gopI + nATa	gopī + nātha
gopa	gopa	23165	2	go + pa	go + pa
gopaBadra	gopabhadra	23181	2	gopa + Badra	gopa + bhadra
gopaSu	gopaśu	23189	2	go + paSu	go + paśu
gopaTa	gopatha	23175	2	go + paTa	go + patha
gopabaDU	gopabadhū	23180	2	gopa + baDU	gopa + badhū
gopadala	gopadala	23177	2	gopa + dala	gopa + dala
gopadatta	gopadatta	23176	2	gopa + datta	gopa + datta
gopakanyA	gopakanyā	23167	2	gopa + kanyA	gopa + kanyā
goparAzwra	goparāṣṭra	23185	2	gopa + rAzwra	gopa + rāṣṭra
goparasa	goparasa	23184	2	gopa + rasa	gopa + rasa
gopati	gopati	23172	2	go + pati	go + pati
gopavana	gopavana	23187	2	gopa + vana	gopa + vana
gopeSa	gopeśa	23234	2	gopa + ISa	gopa + īśa
gopendra	gopendra	23233	2	gopa + indra	gopa + indra
gopitta	gopitta	23216	2	go + pitta	go + pitta
gopoza	gopoṣa	23235	2	go + poza	go + poṣa
gopradAnika	gopradānika	73059	2	go + pradAna	go + pradāna
gopucCa	gopuccha	23226	2	go + pucCa	go + puccha
gopura	gopura	23230	2	go + pura	go + pura
goputra	goputra	23229	2	go + putra	go + putra
gopuwika	gopuṭika	23228	2	go + puwa	go + puṭa
gorAja	gorāja	23319	2	go + rAja	go + rāja
gorUpa	gorūpa	23325	2	go + rUpa	go + rūpa
goraBasa	gorabhasa	23314	2	go + raBasa	go + rabhasa
goraTa	goratha	23312	2	go + raTa	go + ratha
gorakz	gorakṣ	23300	2	go + rakz	go + rakṣ
gorakza	gorakṣa	23301	2	go + rakza	go + rakṣa
goramBa	gorambha	23315	2	go + ramBa	go + rambha
gorasa	gorasa	23317	2	go + rasa	go + rasa
gorava	gorava	23316	2	go + rava	go + rava
goroca	goroca	23326	2	go + roca	go + roca
goruDa	gorudha	23324	2	go + ruDa	go + rudha
goruta	goruta	23323	2	go + ruta	go + ruta
gosAda	gosāda	23467	2	go + sAda	go + sāda
gosTAna	gosthāna	23472	2	go + sTAna	go + sthāna
gosUtrikA	gosūtrikā	23469	2	go + sUtra	go + sūtra
gosaMBavA	gosaṃbhavā	23461	2	go + saMBava	go + saṃbhava
gosaMKya	gosaṃkhya	23454	2	go + saMKya	go + saṃkhya
gosadfkza	gosadṛkṣa	23458	2	go + sadfkza	go + sadṛkṣa
gosahasrI	gosahasrī	23466	2	go + sahasra	go + sahasra
gosarga	gosarga	23462	2	go + sarga	go + sarga
gosarpa	gosarpa	23463	2	go + sarpa	go + sarpa
gosattra	gosattra	23457	2	go + sattra	go + sattra
gosava	gosava	23464	2	go + sava	go + sava
gostana	gostana	23470	2	go + stana	go + stana
gosvAmisTAna	gosvāmisthāna	23476	2	gosvAmin + sTAna	gosvāmin + sthāna
gotIrTa	gotīrtha	23092	2	go + tIrTa	go + tīrtha
gotrAKyA	gotrākhyā	23107	2	gotra + AKyA	gotra + ākhyā
gotrAnta	gotrānta	23108	2	gotra + anta	gotra + anta
gotra	gotra	23094	2	go + tra	go + tra
gotraBUmi	gotrabhūmi	23103	2	gotra + BUmi	gotra + bhūmi
gotraBid	gotrabhid	23102	2	gotra + Bid	gotra + bhid
gotraja	gotraja	23099	2	gotra + ja	gotra + ja
gotrapawa	gotrapaṭa	23100	2	gotra + pawa	gotra + paṭa
gotrapravara	gotrapravara	23101	2	gotra + pravara	gotra + pravara
gotravfkza	gotravṛkṣa	23106	2	gotra + vfkza	gotra + vṛkṣa
govAsa	govāsa	23358	2	go + vAsa	go + vāsa
govAsa	govāsa	23359	2	go + vAsa	go + vāsa
govAsana	govāsana	23360	2	go + vAsana	go + vāsana
govAwa	govāṭa	23356	2	go + vAwa	go + vāṭa
govIrya	govīrya	23390	2	go + vIrya	go + vīrya
govaDa	govadha	23349	2	go + vaDa	go + vadha
govarDana	govardhana	23353	2	go + varDana	go + vardhana
govatsa	govatsa	23347	2	go + vatsa	go + vatsa
govfnda	govṛnda	23391	2	go + vfnda	go + vṛnda
govfza	govṛṣa	23393	2	go + vfza	go + vṛṣa
govid	govid	23365	2	go + vid	go + vid
govinda	govinda	23367	2	go + vinda	go + vinda
govindu	govindu	23383	2	go + vindu	go + vindu
goviz	goviṣ	23384	2	go + viz	go + viṣ
govraja	govraja	23398	2	go + vraja	go + vraja
govrata	govrata	23399	2	go + vrata	go + vrata
govyAGra	govyāghra	23396	2	go + vyAGra	go + vyāghra
govyacCa	govyaccha	23395	2	go + vyacCa	go + vyaccha
goyAna	goyāna	23294	2	go + yAna	go + yāna
goyUti	goyūti	23299	2	go + yUti	go + yūti
goyajYa	goyajña	23293	2	go + yajYa	go + yajña
goyuga	goyuga	23297	2	go + yuga	go + yuga
goyukta	goyukta	23296	2	go + yukta	go + yukta
goyuta	goyuta	23298	2	go + yuta	go + yuta
gozA	goṣā	23420	2	go + sA	go + sā
gozAdI	goṣādī	23422	2	go + sAda	go + sāda
gozAti	goṣāti	23421	2	go + sAti	go + sāti
gozUktin	goṣūktin	23425	2	go + sUkta	go + sūkta
gozWADyakza	goṣṭhādhyakṣa	23434	2	gozWa + aDyakza	goṣṭha + adhyakṣa
gozWAgAra	goṣṭhāgāra	23433	2	gozWa + AgAra	goṣṭha + āgāra
gozWAna	goṣṭhāna	23435	2	go + sTAna	go + sthāna
gozWAzwamI	goṣṭhāṣṭamī	23436	2	gozWa + azwamI	goṣṭha + aṣṭamī
gozWIpati	goṣṭhīpati	23441	2	gozWI + pati	goṣṭhī + pati
gozWa	goṣṭha	23429	2	go + sTa	go + stha
gozWaSva	goṣṭhaśva	23432	2	gozWa + Sva	goṣṭha + śva
gozWaja	goṣṭhaja	23430	2	gozWa + ja	goṣṭha + ja
gozWapati	goṣṭhapati	23431	2	gozWa + pati	goṣṭha + pati
gozWeSUra	goṣṭheśūra	23448	2	gozWe + SUra	goṣṭhe + śūra
gozWeSaya	goṣṭheśaya	23447	2	gozWe + Saya	goṣṭhe + śaya
gozWepawu	goṣṭhepaṭu	23443	2	gozWe + pawu	goṣṭhe + paṭu
gozaKi	goṣakhi	23415	2	go + saKi	go + sakhi
gozaRi	goṣaṇi	23417	2	go + sani	go + sani
gozad	goṣad	23418	2	go + sad	go + sad
gozan	goṣan	23419	2	go + san	go + san
gozeDA	goṣedhā	23426	2	go + seDA	go + sedhā
gozuyuD	goṣuyudh	23424	2	gozu + yuD	goṣu + yudh
gozwoma	goṣṭoma	23428	2	go + stoma	go + stoma
grAmADAna	grāmādhāna	23783	2	grAma + ADAna	grāma + ādhāna
grAmAnta	grāmānta	23784	2	grAma + anta	grāma + anta
grAmaBfta	grāmabhṛta	23764	2	grAma + Bfta	grāma + bhṛta
grAmaDarA	grāmadharā	23757	2	grAma + DarA	grāma + dharā
grAmaGAta	grāmaghāta	23739	2	grAma + GAta	grāma + ghāta
grAmaRI	grāmaṇī	23749	2	grAma + nI	grāma + nī
grAmaRITya	grāmaṇīthya	23751	2	grAma + nITya	grāma + nīthya
grAmacEtya	grāmacaitya	23743	2	grAma + cEtya	grāma + caitya
grAmadruma	grāmadruma	23756	2	grAma + druma	grāma + druma
grAmageya	grāmageya	23737	2	grAma + geya	grāma + geya
grAmagfhya	grāmagṛhya	23736	2	grAma + gfhya	grāma + gṛhya
grAmajAla	grāmajāla	23746	2	grAma + jAla	grāma + jāla
grAmajAta	grāmajāta	23745	2	grAma + jAta	grāma + jāta
grAmaja	grāmaja	23744	2	grAma + ja	grāma + ja
grAmajit	grāmajit	23747	2	grAma + jit	grāma + jit
grAmakAma	grāmakāma	23731	2	grAma + kAma	grāma + kāma
grAmakUwa	grāmakūṭa	23735	2	grAma + kUwa	grāma + kūṭa
grAmamadgurikA	grāmamadgurikā	23765	2	grAma + madgura	grāma + madgura
grAmamfga	grāmamṛga	23768	2	grAma + mfga	grāma + mṛga
grAmamuKa	grāmamukha	23767	2	grAma + muKa	grāma + mukha
grAmapAla	grāmapāla	23760	2	grAma + pAla	grāma + pāla
grAmaprezya	grāmapreṣya	23762	2	grAma + prezya	grāma + preṣya
grAmaputra	grāmaputra	23761	2	grAma + putra	grāma + putra
grAmatakza	grāmatakṣa	23754	2	grAma + takzan	grāma + takṣan
grAmavAsa	grāmavāsa	23776	2	grAma + vAsa	grāma + vāsa
grAmayudDa	grāmayuddha	23773	2	grAma + yudDa	grāma + yuddha
grAmazaRqa	grāmaṣaṇḍa	23779	2	grAma + zaRqa	grāma + ṣaṇḍa
grAmyASva	grāmyāśva	23811	2	grAmya + aSva	grāmya + aśva
grAmyaDarma	grāmyadharma	23801	2	grAmya + Darma	grāmya + dharma
grAmyakanda	grāmyakanda	23797	2	grAmya + kanda	grāmya + kanda
grAmyakarman	grāmyakarman	23799	2	grAmya + karman	grāmya + karman
grAmyamadgurikA	grāmyamadgurikā	23804	2	grAmya + madgura	grāmya + madgura
grAmyamfga	grāmyamṛga	23805	2	grAmya + mfga	grāmya + mṛga
grAmyapaSu	grāmyapaśu	23803	2	grAmya + paSu	grāmya + paśu
grAmyarASi	grāmyarāśi	23806	2	grAmya + rASi	grāmya + rāśi
grAmyasuKa	grāmyasukha	23809	2	grAmya + suKa	grāmya + sukha
grAsIkar	grāsīkar	23821	2	grAsa + kar	grāsa + kar
grAsaSalya	grāsaśalya	23820	2	grAsa + Salya	grāsa + śalya
grAvagrABa	grāvagrābha	23812	2	grAvan + grABa	grāvan + grābha
grAvahasta	grāvahasta	23817	2	grAvan + hasta	grāvan + hasta
grAvastotrIya	grāvastotrīya	23816	2	grAvan + stotra	grāvan + stotra
grAvastut	grāvastut	23815	2	grAvan + stut	grāvan + stut
grIvAGaRwA	grīvāghaṇṭā	23833	2	grIvA + GaRwA	grīvā + ghaṇṭā
grIvAbila	grīvābila	23834	2	grIvA + bila	grīvā + bila
grIvAkza	grīvākṣa	23832	2	grIvA + akza	grīvā + akṣa
grIzmaBava	grīṣmabhava	23840	2	grIzma + Bava	grīṣma + bhava
grIzmaDAnya	grīṣmadhānya	23838	2	grIzma + DAnya	grīṣma + dhānya
grIzmahAsa	grīṣmahāsa	23842	2	grIzma + hAsa	grīṣma + hāsa
grIzmaja	grīṣmaja	23837	2	grIzma + ja	grīṣma + ja
grIzmapuzpI	grīṣmapuṣpī	23839	2	grIzma + puzpa	grīṣma + puṣpa
grIzmasundaraka	grīṣmasundaraka	23841	2	grIzma + sundara	grīṣma + sundara
grIzmodBava	grīṣmodbhava	23843	2	grIzma + udBava	grīṣma + udbhava
grahADAra	grahādhāra	23715	2	graha + ADAra	graha + ādhāra
grahASin	grahāśin	23718	2	graha + ASin	graha + āśin
grahASraya	grahāśraya	23719	2	graha + ASraya	graha + āśraya
grahAhvaya	grahāhvaya	23720	2	graha + Ahvaya	graha + āhvaya
grahAmaya	grahāmaya	23716	2	graha + Amaya	graha + āmaya
grahaBakti	grahabhakti	23696	2	graha + Bakti	graha + bhakti
grahaSAnti	grahaśānti	23712	2	graha + SAnti	graha + śānti
grahadruma	grahadruma	23687	2	gfha + druma	gṛha + druma
grahalAGava	grahalāghava	23708	2	graha + lAGava	graha + lāghava
grahanASa	grahanāśa	23689	2	graha + nASa	graha + nāśa
grahanAyaka	grahanāyaka	23688	2	graha + nAyaka	graha + nāyaka
grahanemi	grahanemi	23690	2	graha + nemi	graha + nemi
grahapIqA	grahapīḍā	23693	2	graha + pIqA	graha + pīḍā
grahapUjA	grahapūjā	23695	2	graha + pUjA	graha + pūjā
grahapati	grahapati	23691	2	graha + pati	graha + pati
grahapuza	grahapuṣa	23694	2	graha + puza	graha + puṣa
graharAja	graharāja	23707	2	graha + rAja	graha + rāja
grahavarza	grahavarṣa	23709	2	graha + varza	graha + varṣa
grahavipra	grahavipra	23710	2	graha + vipra	graha + vipra
grahayAga	grahayāga	23702	2	graha + yAga	graha + yāga
grahayajYa	grahayajña	23701	2	graha + yajYa	graha + yajña
grahayudDa	grahayuddha	23706	2	graha + yudDa	graha + yuddha
grahayuti	grahayuti	23705	2	graha + yuti	graha + yuti
graheSa	graheśa	23726	2	graha + ISa	graha + īśa
granTakAra	granthakāra	23629	2	granTa + kAra	grantha + kāra
granTakUwI	granthakūṭī	23630	2	granTa + kUwI	grantha + kūṭī
granTakft	granthakṛt	23631	2	granTa + kft	grantha + kṛt
granTasaMDi	granthasaṃdhi	23634	2	granTa + saMDi	grantha + saṃdhi
granTidala	granthidala	23640	2	granTi + dala	granthi + dala
granTimatPala	granthimatphala	23649	2	granTimant + Pala	granthimant + phala
guRADipa	guṇādhipa	22615	2	guRa + aDipa	guṇa + adhipa
guRAQya	guṇāḍhya	22614	2	guRa + AQya	guṇa + āḍhya
guRAbDi	guṇābdhi	22618	2	guRa + AbDa	guṇa + ābdha
guRAkara	guṇākara	22610	2	guRa + Akara	guṇa + ākara
guRAkzara	guṇākṣara	22611	2	guRa + akzara	guṇa + akṣara
guRAlABa	guṇālābha	22620	2	guRa + alABa	guṇa + alābha
guRAyana	guṇāyana	22619	2	guRa + ayana	guṇa + ayana
guRIBUta	guṇībhūta	22624	2	guRa + BUta	guṇa + bhūta
guRaBraMSa	guṇabhraṃśa	22584	2	guRa + BraMSa	guṇa + bhraṃśa
guRaSIla	guṇaśīla	22607	2	guRa + SIla	guṇa + śīla
guRaSabda	guṇaśabda	22606	2	guRa + Sabda	guṇa + śabda
guRacandra	guṇacandra	22573	2	guRa + candra	guṇa + candra
guRadeva	guṇadeva	22578	2	guRa + deva	guṇa + deva
guRagAna	guṇagāna	22569	2	guRa + gAna	guṇa + gāna
guRagrAma	guṇagrāma	22570	2	guRa + grAma	guṇa + grāma
guRajYa	guṇajña	22574	2	guRa + jYa	guṇa + jña
guRakAra	guṇakāra	22566	2	guRa + kAra	guṇa + kāra
guRakeSI	guṇakeśī	22568	2	guRa + keSa	guṇa + keśa
guRaketu	guṇaketu	22567	2	guRa + ketu	guṇa + ketu
guRamata	guṇamata	72825	2	guRa + mata	guṇa + mata
guRamati	guṇamati	22585	2	guRa + mati	guṇa + mati
guRapadI	guṇapadī	22582	2	guRa + pAd	guṇa + pād
guRapraBa	guṇaprabha	22583	2	guRa + praBA	guṇa + prabhā
guRarAga	guṇarāga	22589	2	guRa + rAga	guṇa + rāga
guRaratna	guṇaratna	22588	2	guRa + ratna	guṇa + ratna
guRavAda	guṇavāda	22601	2	guRa + vAda	guṇa + vāda
guRaviDa	guṇavidha	22602	2	guRa + viDA	guṇa + vidhā
guReSa	guṇeśa	22625	2	guRa + ISa	guṇa + īśa
guReSvara	guṇeśvara	22626	2	guRa + ISvara	guṇa + īśvara
guRotkarza	guṇotkarṣa	22627	2	guRa + utkarza	guṇa + utkarṣa
guRqArocanikA	guṇḍārocanikā	22634	2	guRqa + arocana	guṇḍa + arocana
gucCArDa	gucchārdha	22516	2	gucCa + arDa	guccha + ardha
gucCaPala	gucchaphala	22513	2	gucCa + Pala	guccha + phala
gucCabaDrA	gucchabadhrā	22514	2	gucCa + baDra	guccha + badhra
gucCamUlikA	gucchamūlikā	22515	2	gucCa + mUla	guccha + mūla
gucCapatra	gucchapatra	22510	2	gucCa + patra	guccha + patra
gudANkura	gudāṅkura	22656	2	guda + aNkura	guda + aṅkura
gudAvarta	gudāvarta	22657	2	guda + Avarta	guda + āvarta
gudOzWa	gudauṣṭha	22659	2	guda + ozWa	guda + oṣṭha
gudaBraMSa	gudabhraṃśa	22652	2	guda + BraMSa	guda + bhraṃśa
gudagraha	gudagraha	22649	2	guda + graha	guda + graha
gudakIla	gudakīla	22648	2	guda + kIla	guda + kīla
gudapAka	gudapāka	22651	2	guda + pAka	guda + pāka
gudaroga	gudaroga	22654	2	guda + roga	guda + roga
gudodBava	gudodbhava	22658	2	guda + udBava	guda + udbhava
guhASaya	guhāśaya	22760	2	guhA + Saya	guhā + śaya
guhAcara	guhācara	22759	2	guhA + cara	guhā + cara
guhAhita	guhāhita	22761	2	guhA + hita	guhā + hita
guhaSiva	guhaśiva	22755	2	guha + Siva	guha + śiva
guhacandra	guhacandra	22749	2	guha + candra	guha + candra
guhadeva	guhadeva	22751	2	guha + deva	guha + deva
guhagupta	guhagupta	22748	2	guha + gupta	guha + gupta
guharAja	guharāja	22753	2	guha + rAja	guha + rāja
guhasena	guhasena	22756	2	guha + sano	guha + sano
guhyaguru	guhyaguru	22768	2	guhya + guru	guhya + guru
guhyakAlI	guhyakālī	22767	2	guhya + kAlI	guhya + kālī
guhyapati	guhyapati	22771	2	guhya + pati	guhya + pati
guhyavIja	guhyavīja	22775	2	guhya + vIja	guhya + vīja
guhyeSvarI	guhyeśvarī	22776	2	guhya + ISvarI	guhya + īśvarī
gulPajAha	gulphajāha	22734	2	gulPa + jAha	gulpha + jāha
guptArma	guptārma	22677	2	gupta + arma	gupta + arma
guptacara	guptacara	22675	2	gupta + cara	gupta + cara
guptagati	guptagati	22674	2	gupta + gati	gupta + gati
guptasneha	guptasneha	22676	2	gupta + sneha	gupta + sneha
guqASaya	guḍāśaya	22553	2	guqa + ASaya	guḍa + āśaya
guqApUpikA	guḍāpūpikā	22551	2	guqa + apUpa	guḍa + apūpa
guqaBA	guḍabhā	22540	2	guqa + BA	guḍa + bhā
guqaDenu	guḍadhenu	22536	2	guqa + Denu	guḍa + dhenu
guqaPala	guḍaphala	22539	2	guqa + Pala	guḍa + phala
guqaSfNga	guḍaśṛṅga	22548	2	guqa + SfNga	guḍa + śṛṅga
guqaSigru	guḍaśigru	22547	2	guqa + Sigru	guḍa + śigru
guqadAru	guḍadāru	22535	2	guqa + dAru	guḍa + dāru
guqakarI	guḍakarī	22530	2	guqa + karI	guḍa + karī
guqalih	guḍalih	22544	2	guqa + lih	guḍa + lih
guqamUla	guḍamūla	22541	2	guqa + mUla	guḍa + mūla
guqapizwa	guḍapiṣṭa	22537	2	guqa + pizwa	guḍa + piṣṭa
guqapuzpa	guḍapuṣpa	22538	2	guqa + puzpa	guḍa + puṣpa
guqatfRa	guḍatṛṇa	22532	2	guqa + tfRa	guḍa + tṛṇa
guqatvac	guḍatvac	22533	2	guqa + tvac	guḍa + tvac
guqavIja	guḍavīja	22545	2	guqa + vIja	guḍa + vīja
guqodBavA	guḍodbhavā	22560	2	guqa + udBava	guḍa + udbhava
guruBa	gurubha	22701	2	guru + Ba	guru + bha
guruBft	gurubhṛt	22703	2	guru + Bft	guru + bhṛt
guruGna	gurughna	22691	2	guru + Gna	guru + ghna
gurudAsa	gurudāsa	22698	2	guru + dAsa	guru + dāsa
gurugItA	gurugītā	22690	2	guru + gItA	guru + gītā
guruhan	guruhan	22716	2	guru + han	guru + han
gurujana	gurujana	22692	2	guru + jana	guru + jana
gurukAra	gurukāra	22687	2	guru + kar	guru + kar
gurulAGava	gurulāghava	22707	2	guru + lAGava	guru + lāghava
gurupatra	gurupatra	22700	2	guru + patra	guru + patra
gururatna	gururatna	22706	2	guru + ratna	guru + ratna
gurusArA	gurusārā	22713	2	guru + sAra	guru + sāra
guruskanDa	guruskandha	22714	2	guru + skanDa	guru + skandha
gurutalpa	gurutalpa	22694	2	guru + talpa	guru + talpa
guruvartin	guruvartin	22710	2	guru + vartin	guru + vartin
guruvftta	guruvṛtta	22711	2	guru + vftta	guru + vṛtta
gurvarTa	gurvartha	119791	2	guru + arTa	guru + artha
gutsArDa	gutsārdha	22645	2	gutsa + arDa	gutsa + ardha
hArikaRWa	hārikaṇṭha	116780	2	hArin + kaRWa	hārin + kaṇṭha
hAwakeSa	hāṭakeśa	116730	2	hAwaka + ISa	hāṭaka + īśa
hEmIBU	haimībhū	117685	2	hEma + BU	haima + bhū
hInANga	hīnāṅga	117227	2	hIna + aNga	hīna + aṅga
hInArTa	hīnārtha	117228	2	hIna + arTa	hīna + artha
hIrANga	hīrāṅga	117236	2	hIra + aNga	hīra + aṅga
haMsABiKya	haṃsābhikhya	115914	2	haMsa + aBiKyA	haṃsa + abhikhyā
haMsANGri	haṃsāṅghri	115912	2	haMsa + aNGri	haṃsa + aṅghri
haMsAhvayA	haṃsāhvayā	115920	2	haMsa + Ahvaya	haṃsa + āhvaya
haMsAsya	haṃsāsya	115919	2	haMsa + Asya	haṃsa + āsya
haMsakAkIya	haṃsakākīya	115852	2	haMsa + kAka	haṃsa + kāka
halIzA	halīṣā	116455	2	hala + IzA	hala + īṣā
halipriya	halipriya	116448	2	halin + priya	halin + priya
harISa	harīśa	116366	2	hari + ISa	hari + īśa
hariRIrUpAy	hariṇīrūpāy	116178	2	hariRI + rUpa	hariṇī + rūpa
hariScandra	hariścandra	116330	2	hari + Scandra	hari + ścandra
haridrABa	haridrābha	116228	2	haridrA + ABA	haridrā + ābhā
haridrANga	haridrāṅga	116227	2	haridrA + aNga	haridrā + aṅga
haridrava	haridrava	116224	2	hari + drava	hari + drava
haridru	haridru	116233	2	hari + dru	hari + dru
haridru	haridru	116234	2	hari + dru	hari + dru
harinmudga	harinmudga	116252	2	harit + mudga	harit + mudga
haritASman	haritāśman	116201	2	harita + aSman	harita + aśman
haritASva	haritāśva	116202	2	harita + aSva	harita + aśva
haritIkar	haritīkar	116203	2	harita + kar	harita + kar
harizeRa	hariṣeṇa	116340	2	hari + senA	hari + senā
haryaNga	haryaṅga	116384	2	hari + aNga	hari + aṅga
haryaSva	haryaśva	116388	2	hari + aSva	hari + aśva
haryakza	haryakṣa	116382	2	hari + akza	hari + akṣa
hasAmuda	hasāmuda	116557	2	hasa + muda	hasa + muda
haskartar	haskartar	116561	2	has + kartar	has + kartar
hastAgni	hastāgni	116614	2	hasta + agni	hasta + agni
hastekar	hastekar	116701	2	hasta + kar	hasta + kar
hastipa	hastipa	116662	2	hastin + pa	hastin + pa
hatASa	hatāśa	115979	2	hata + ASA	hata + āśā
havizyanda	haviṣyanda	116520	2	havis + syanda	havis + syanda
havyASa	havyāśa	116546	2	havya + ASa	havya + āśa
havyASana	havyāśana	116547	2	havya + aSana	havya + aśana
havyAd	havyād	116544	2	havya + ad	havya + ad
hayANga	hayāṅga	116072	2	haya + aNga	haya + aṅga
hayASanA	hayāśanā	116078	2	haya + aSana	haya + aśana
hayAri	hayāri	116075	2	haya + ari	haya + ari
hayAsya	hayāsya	116079	2	haya + Asya	haya + āsya
hayezwa	hayeṣṭa	116082	2	haya + izwa	haya + iṣṭa
hemABa	hemābha	117612	2	heman + ABA	heman + ābhā
hemANga	hemāṅga	117604	2	heman + aNga	heman + aṅga
hemANgada	hemāṅgada	117605	2	heman + aNgada	heman + aṅgada
hemARqa	hemāṇḍa	117607	2	heman + aRqa	heman + aṇḍa
hemAcala	hemācala	117606	2	heman + acala	heman + acala
hemAdri	hemādri	117609	2	heman + adri	heman + adri
hemAhva	hemāhva	117615	2	heman + AhvA	heman + āhvā
hemAmBoja	hemāmbhoja	117614	2	heman + amBoja	heman + ambhoja
hemAmbuja	hemāmbuja	117613	2	henam + ambuja	henam + ambuja
hemaratnamay	hemaratnamay	117579	2	heman + ratna	heman + ratna
hetUkar	hetūkar	117504	2	hetu + kar	hetu + kar
hetumAtramaya	hetumātramaya	117494	2	hetu + mAtra	hetu + mātra
hfcCUla	hṛcchūla	117329	2	hfd + SUla	hṛd + śūla
hfcCaya	hṛcchaya	117328	2	hfd + Saya	hṛd + śaya
hfcCoka	hṛcchoka	117330	2	hfd + Soka	hṛd + śoka
hfcCoza	hṛcchoṣa	117331	2	hfd + Soza	hṛd + śoṣa
hfdDita	hṛddhita	117435	2	hfd + hita	hṛd + hita
hfdayAnuga	hṛdayānuga	117393	2	hfdaya + anuga	hṛdaya + anuga
hfdayAviD	hṛdayāvidh	117398	2	hfdaya + viD	hṛdaya + vidh
hfdayOpaSa	hṛdayaupaśa	117408	2	hfdaya + opaSa	hṛdaya + opaśa
hfdaya	hṛdaya	117358	2	hfd + aya	hṛd + aya
hfdayeSa	hṛdayeśa	117403	2	hfdaya + ISa	hṛdaya + īśa
hfdyota	hṛdyota	117443	2	hfd + dyota	hṛd + dyota
hfjja	hṛjja	117332	2	hfd + ja	hṛd + ja
hfllAsa	hṛllāsa	117454	2	hfd + lAsa	hṛd + lāsa
hflleKa	hṛllekha	117456	2	hfd + leKa	hṛd + lekha
hfllocana	hṛllocana	117457	2	hfd + locana	hṛd + locana
hftkampa	hṛtkampa	117340	2	hfd + kampa	hṛd + kampa
hftsvas	hṛtsvas	117353	2	hftsu + as	hṛtsu + as
hfttApa	hṛttāpa	117342	2	hfd + tApa	hṛd + tāpa
himAMSu	himāṃśu	117034	2	hima + aMSu	hima + aṃśu
himASrayA	himāśrayā	117058	2	hima + ASraya	hima + āśraya
himAbja	himābja	117049	2	hima + abja	hima + abja
himAcala	himācala	117039	2	hima + acala	hima + acala
himAdri	himādri	117042	2	hima + adri	hima + adri
himAga	himāga	117037	2	hima + aga	hima + aga
himAhva	himāhva	117060	2	hima + AhvA	hima + āhvā
himAnta	himānta	117048	2	hima + anta	hima + anta
himakaRin	himakaṇin	116985	2	hima + kaRa	hima + kaṇa
himartu	himartu	117016	2	hima + ftu	hima + ṛtu
himodBavA	himodbhavā	117066	2	hima + udBava	hima + udbhava
himosra	himosra	117067	2	hima + usra	hima + usra
himottarA	himottarā	117063	2	hima + uttara	hima + uttara
hiraRyANga	hiraṇyāṅga	117183	2	hiraRya + aNga	hiraṇya + aṅga
hiraRyASva	hiraṇyāśva	117186	2	hiraRya + aSva	hiraṇya + aśva
hiraRyAbja	hiraṇyābja	117184	2	hiraRya + abja	hiraṇya + abja
hiraRyAkza	hiraṇyākṣa	117182	2	hiraRya + akza	hiraṇya + akṣa
hitAhita	hitāhita	116967	2	hita + ahita	hita + ahita
homAgni	homāgni	117756	2	homa + agni	homa + agni
hrasvANga	hrasvāṅga	117839	2	hrasva + aNga	hrasva + aṅga
hrasvAgni	hrasvāgni	117838	2	hrasva + agni	hrasva + agni
huraScit	huraścit	117286	2	huras + cit	huras + cit
hutAMSa	hutāṃśa	117270	2	huta + aMSa	huta + aṃśa
hutASa	hutāśa	117272	2	huta + ASa	huta + āśa
hutASana	hutāśana	117273	2	huta + aSana	huta + aśana
hutAd	hutād	117271	2	huta + ad	huta + ad
iBAKya	ibhākhya	10295	2	iBa + AKyA	ibha + ākhyā
